id,organisation,org_type,course_count,career_count,org_id,top_career,top_career_courses
12251,Real Estate Institute of SA Inc,Registered Training Organisation,0,0,,,
12253,"Royal Life Saving Society Australia WA Branch Inc, The",Registered Training Organisation,0,0,,,
12257,JobCo. Training,Registered Training Organisation,1,0,,,
12264,Workers Educational Association (WEA) Illawarra,Registered Training Organisation,0,0,,,
12272,Independent Health Care Service Pty Ltd,Registered Training Organisation,0,0,,,
12276,House With No Steps,Registered Training Organisation,0,0,,,
12281,Enterprise & Training Company Ltd,Registered Training Organisation,0,0,,,
12284,JCE Positive Outcomes Pty Ltd,Registered Training Organisation,0,0,,,
12288,Mandurah Safety and Training Services Pty Ltd,Registered Training Organisation,0,0,,,
12295,Open Colleges,Registered Training Organisation,0,0,,,
12297,BJ Network Consulting Australia,Registered Training Organisation,0,0,,,
12298,Dovaston Consulting Group Pty Ltd,Registered Training Organisation,0,0,,,
12300,Construction Skills Training Centre,Registered Training Organisation,0,0,,,
12303,Community Media Training Organisation,Registered Training Organisation,0,0,,,
12309,Australian Careers Business College,Registered Training Organisation,0,0,,,
12311,Major Training Group,Registered Training Organisation,0,0,,,
12314,ABS Institute of Management,Registered Training Organisation,0,0,,,
12316,Premium Health,Registered Training Organisation,0,0,,,
12317,Coates Training Services,Registered Training Organisation,0,0,,,
12320,OCTEC Limited,Registered Training Organisation,0,0,,,
12327,Tamworth Community College,Registered Training Organisation,0,0,,,
12332,Cultura,Registered Training Organisation,4,2,12332.0,Disability Support Worker,1.0
12337,Tactical Training (Australia) Pty Ltd,Registered Training Organisation,0,0,,,
12345,Yarraville Community Centre Inc,Registered Training Organisation,0,0,,,
12348,FGM Consultants Pty Ltd,Registered Training Organisation,0,0,,,
12351,Sydney Community College,Registered Training Organisation,0,0,,,
12357,Bankstown Community College Inc,Registered Training Organisation,0,0,,,
12361,Summit Employment and Training,Registered Training Organisation,0,0,,,
12362,Squad Training,Registered Training Organisation,3,4,12362.0,Administrative Assistant,1.0
12367,Conservation Skills Centre,Registered Training Organisation,0,0,,,
12369,Applied Training Solutions Pty Ltd,Registered Training Organisation,0,0,,,
12370,CHP school of hospitality,Registered Training Organisation,0,0,,,
12371,Club Training Australia,Registered Training Organisation,0,0,,,
12372,E Firstaid Pty Ltd,Registered Training Organisation,0,0,,,
12382,Applied Vocational Training,Registered Training Organisation,0,0,,,
12387,NSW School of Volunteer Management,Registered Training Organisation,0,0,,,
12390,MediQuest Pty Ltd,Registered Training Organisation,1,1,12390.0,Counsellor,1.0
12392,TME - The Management Edge Pty Ltd,Registered Training Organisation,0,0,,,
12399,Pharmaceutical Society of Australia,Registered Training Organisation,2,3,12399.0,Dispensary Assistant,1.0
12401,Combined Team Services,Registered Training Organisation,0,0,,,
12404,JSW Training & Community Services,Registered Training Organisation,0,0,,,
12408,Fairbridge Western Australia Inc,Registered Training Organisation,0,0,,,
12409,FITS Training Service,Registered Training Organisation,0,0,,,
12422,Paragon Corporate Training,Registered Training Organisation,0,0,,,
12424,ASC Training & Development,Registered Training Organisation,0,0,,,
12429,Centre of Professional Learning and Education,Registered Training Organisation,0,0,,,
12436,Training Unlimited,Registered Training Organisation,0,0,,,
12438,North Coast Community College Incorporated,Registered Training Organisation,0,0,,,
12441,Worksmart Global Pty Ltd,Registered Training Organisation,0,0,,,
12443,Australian Workplace Training Pty Ltd,Registered Training Organisation,0,0,,,
12448,Educational Services and Consultants Pty Ltd,Registered Training Organisation,0,0,,,
12466,National On Site Training,Registered Training Organisation,0,0,,,
12467,VERTO Ltd,Registered Training Organisation,0,0,,,
12472,SYC Ltd,Registered Training Organisation,0,0,,,
12474,WISE Training Services Ltd,Registered Training Organisation,9,0,,,
12476,Redman Enterprises Pty Ltd,Registered Training Organisation,0,0,,,
12485,Murray Mallee Training Company Ltd,Registered Training Organisation,0,0,,,
12492,Industries Services Training Pty Ltd,Registered Training Organisation,0,0,,,
12493,NHA Australia,Registered Training Organisation,0,0,,,
12495,The Open Access College and The Marden Senior College RTO,Registered Training Organisation,0,0,,,
12497,Pegasus Training Options,Registered Training Organisation,0,0,,,
12498,Quest Training Solutions,Registered Training Organisation,0,0,,,
12501,Construction Industry Training Centre Inc,Registered Training Organisation,0,0,,,
12502,Challenge Employment and Training Limited,Registered Training Organisation,0,0,,,
12508,Bamara Training,Registered Training Organisation,0,0,,,
12509,Leadership Management Australia Pty Ltd,Registered Training Organisation,0,0,,,
12516,Lifetime International Training College,Registered Training Organisation,1,0,,,
12521,Access Skills Training,Registered Training Organisation,0,0,,,
12526,MAP Training Pty Ltd,Registered Training Organisation,0,0,,,
12531,Central Coast Community College,Registered Training Organisation,0,0,,,
12534,Keen Bros (WA) Pty Ltd,Registered Training Organisation,0,0,,,
12548,Vital First Aid Training Services Pty Ltd,Registered Training Organisation,0,0,,,
12550,Coonara Community House Inc,Registered Training Organisation,0,0,,,
12554,Employ-Ease Pty Ltd,Registered Training Organisation,0,0,,,
12556,Allstaff Training Consultants Pty Ltd,Registered Training Organisation,0,0,,,
12575,Triscott Educational Services,Registered Training Organisation,0,0,,,
12576,Academy of Career Training,Registered Training Organisation,0,0,,,
12581,Advance Community College,Registered Training Organisation,3,1,12581.0,Vocational Education and Training (VET) Lecturer,1.0
12587,RTV Consultancy Pty Ltd,Registered Training Organisation,0,0,,,
12589,EQUALS International (Aust) Pty Ltd,Higher Education Institutions,2,3,12589.0,Welfare Worker,1.0
12591,Fusion Business Solutions Pty Ltd,Registered Training Organisation,0,0,,,
12597,Evolve College Pty Ltd,Registered Training Organisation,0,0,,,
12599,Precise Training Pty Ltd,Registered Training Organisation,0,0,,,
12602,Fremantle Education Centre Inc,Registered Training Organisation,0,0,,,
12613,Academy of Interactive Technology Pty Ltd,Higher Education Institutions,13,7,12613.0,Illustrator,1.0
12614,International College of Advanced Education Pty Ltd,Registered Training Organisation,0,0,,,
12615,WA Skills Training Pty Ltd,Registered Training Organisation,0,0,,,
12620,Intercept Group Pty Ltd,Registered Training Organisation,0,0,,,
12624,Ripponlea Institute,Registered Training Organisation,0,0,,,
12627,Wyndham Community and Education Centre Inc,Registered Training Organisation,2,1,12627.0,Child Carer,1.0
12634,AVELING,Registered Training Organisation,0,0,,,
12636,Victorian Aboriginal Community Controlled Health Organisation Inc,Registered Training Organisation,0,0,,,
12638,"Illawarra ITeC Ltd, The",Registered Training Organisation,0,0,,,
12640,Frontier Training and Technology Pty Ltd,Registered Training Organisation,0,0,,,
12641,Achieve Training & Assessment Services,Registered Training Organisation,0,0,,,
12654,Concern Australia,Registered Training Organisation,0,0,,,
12657,Richards Mining Services Pty Ltd,Registered Training Organisation,0,0,,,
12660,Learning Partners Pty Ltd,Registered Training Organisation,0,0,,,
12662,Lifeline Australia Ltd,Registered Training Organisation,0,0,,,
12663,SECTA Training Academy,Registered Training Organisation,0,0,,,
12664,Language Links,Registered Training Organisation,3,0,,,
12665,Training Services Australia Pty Ltd,Registered Training Organisation,0,0,,,
12667,PARASOL EMT Pty Limited,Registered Training Organisation,0,0,,,
12669,Jobtrain Pty Ltd,Registered Training Organisation,0,0,,,
12682,Sydney Beauty & Dermal Institute,Registered Training Organisation,0,0,,,
12683,Australian Training Institute,Registered Training Organisation,0,0,,,
12691,Opendoor Ltd,Registered Training Organisation,4,3,12691.0,Early Childhood Educator,1.0
12693,Australian University of Theology,University/Higher Education Institution,39,1,12693.0,Religious Leader,1.0
12695,REACH for Training,Registered Training Organisation,0,0,,,
12702,Statewide Business Training Pty Ltd,Registered Training Organisation,0,0,,,
12703,Apex Human Resources Pty Ltd,Registered Training Organisation,1,0,,,
12704,Congia Enterprises Pty Ltd,Registered Training Organisation,0,0,,,
12705,Wilson Medic One,Registered Training Organisation,0,0,,,
12707,Cairns Training Academy,Registered Training Organisation,0,0,,,
12709,Clubs WA Inc,Registered Training Organisation,0,0,,,
12710,Infocus Food Safety,Registered Training Organisation,0,0,,,
12711,Sydney School of Business & Technology,Registered Training Organisation,1,0,,,
12717,Pacific College Pty Ltd,Registered Training Organisation,0,0,,,
12721,Regional Skills Training Pty Ltd,Registered Training Organisation,0,0,,,
12726,Nunkuwarrin Yunti of South Australia Inc,Registered Training Organisation,0,0,,,
12729,Parker Brent Pty Ltd,Registered Training Organisation,0,0,,,
12733,accessUTS,Registered Training Organisation,0,0,,,
12736,"College of Health and Fitness, The",Registered Training Organisation,0,0,,,
12738,National Training Services Pty Ltd,Registered Training Organisation,0,0,,,
12740,Armstrongs Driver Education Pty Ltd,Registered Training Organisation,0,0,,,
12746,QTS Education Solutions Pty Ltd,Registered Training Organisation,0,0,,,
12748,Carey Training Pty Ltd,Registered Training Organisation,0,0,,,
12751,Portland Workskills Inc,Registered Training Organisation,0,0,,,
12755,In Tech Institute of Technology,Registered Training Organisation,1,0,,,
12759,"Apprentice and Traineeship Co, The",Registered Training Organisation,0,0,,,
12760,Wesley Health Management,Registered Training Organisation,0,0,,,
12783,Australian Dance Institute Pty Ltd,Registered Training Organisation,0,0,,,
12787,VFA Learning,Registered Training Organisation,0,0,,,
12789,Wrightway Road Training Pty Ltd,Registered Training Organisation,0,0,,,
12794,Morrissey Group Pty Ltd,Registered Training Organisation,0,0,,,
12796,Construction Industry Training Services Pty Ltd,Registered Training Organisation,0,0,,,
12800,Northern Territory Training Services,Registered Training Organisation,0,0,,,
12802,Australian Training Management Pty Ltd,Registered Training Organisation,0,0,,,
12818,XLT Industrial Training Pty Ltd,Registered Training Organisation,0,0,,,
12820,Royal College of Newcastle,Registered Training Organisation,0,0,,,
12825,Westvic Staffing Solutions Inc,Registered Training Organisation,0,0,,,
12831,SMYL Community Services,Registered Training Organisation,0,0,,,
12837,Intraining Systems,Registered Training Organisation,0,0,,,
12839,AOI Institute,Registered Training Organisation,0,0,,,
12840,Australian Institute of Education and Training,Registered Training Organisation,0,0,,,
12841,University of Divinity,University/Higher Education Institution,35,8,12841.0,Religious Leader,1.0
12842,Food Safety Operations (QLD) Pty Limited,Registered Training Organisation,0,0,,,
12844,Industry Training Services,Registered Training Organisation,0,0,,,
12847,AGA Employment and Training Services,Registered Training Organisation,3,0,,,
12848,TPG Training Pty Ltd,Registered Training Organisation,0,0,,,
12849,Australian Forklift Training,Registered Training Organisation,0,0,,,
12852,Strive International Employment & Training,Registered Training Organisation,0,0,,,
12857,Funeral Industry Development Australia,Registered Training Organisation,0,0,,,
12864,Academies Australasia Institute Pty Ltd,Registered Training Organisation,0,0,,,
12865,JPR Security Services,Registered Training Organisation,0,0,,,
12870,The Masters Institute of Creative Education,Registered Training Organisation,0,0,,,
12874,Australian College of Christian Studies,Higher Education Institutions,5,2,12874.0,Counsellor,1.0
12875,Eastern College Australia Limited,Higher Education Institutions,16,15,12875.0,Religious Leader,1.0
12877,Australian Centre for Financial and Environmental Compliance Pty Ltd,Registered Training Organisation,0,0,,,
12887,Education Training & Employment Australia Pty Ltd,Registered Training Organisation,0,0,,,
12889,Institute of Training and Further Education,Registered Training Organisation,4,1,12889.0,"Other Hospitality, Retail and Service Managers",1.0
12890,South West Training Services Pty Ltd,Registered Training Organisation,0,0,,,
12892,Centacare Employment and Training,Registered Training Organisation,0,0,,,
12898,Shafston House College Limited,Registered Training Organisation,0,0,,,
12899,Chartered Accountants Australia and New Zealand,Higher Education Institutions,1,1,12899.0,Accountant,1.0
12900,Allens Training Pty Ltd,Registered Training Organisation,0,0,,,
12904,Australian College of Make-Up & Special Effects,Registered Training Organisation,0,0,,,
12911,Kinesiology Schools Australia,Registered Training Organisation,0,0,,,
12917,Target Training,Registered Training Organisation,0,0,,,
12926,Academy of Makeup & Hair Pty Ltd,Registered Training Organisation,0,0,,,
12929,Baseline Training Pty Ltd,Registered Training Organisation,0,0,,,
